housing,existing_credits,duration,credit_amount,age,personal_status,purpose,credit_history,type
домовладелец,1,39,12154,34,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
без жилья,1,14,2394,63,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,1,74,16742,34,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,22,11711,45,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
без жилья,1,27,1787,32,женщина,образование,все кредиты погашены,ненадежный
домовладелец,1,79,14733,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,41,11632,24,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,54,15683,24,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,8,1929,31,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,2,63,9281,32,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,17,511,39,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,11,1023,33,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,51,18409,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,53,4653,50,мужчина (одинокий),новая машина,все кредиты погашены,ненадежный
домовладелец,1,36,15694,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,46,12460,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,30,11885,34,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,68,11878,27,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,1,14,1315,20,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,39,11236,31,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,49,10090,31,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,1,8,805,31,женщина,мебель,есть непогашенные кредиты,надежный
без жилья,3,85,18920,41,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,17,8516,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,7,1519,45,женщина,образование,есть просрочки платежей,надежный
домовладелец,1,33,3713,22,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,71,10521,27,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,56,12052,21,мужчина (женатый или вдовец),подержанная машина,есть непогашенные кредиты,надежный
арендатор,1,94,16350,38,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
домовладелец,1,56,19147,42,мужчина (разведенный),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,9,374,27,женщина,другое,есть непогашенные кредиты,надежный
арендатор,3,46,12941,29,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,3,64,13388,34,мужчина (женатый или вдовец),бизнес,есть просрочки платежей,надежный
домовладелец,2,46,10578,38,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,79,16172,43,мужчина (одинокий),бизнес,не было кредитов,ненадежный
домовладелец,1,13,1309,18,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,30,1816,39,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,2,57,18643,25,мужчина (одинокий),другое,есть непогашенные кредиты,ненадежный
арендатор,2,63,17687,39,мужчина (одинокий),подержанная машина,все кредиты погашены,надежный
домовладелец,1,51,10975,50,мужчина (одинокий),бизнес,все кредиты погашены,надежный
домовладелец,1,46,12453,31,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,72,15051,54,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,31,1543,67,женщина,другое,есть непогашенные кредиты,надежный
домовладелец,1,30,8956,23,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
без жилья,2,76,17504,66,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,53,13347,55,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,2,53,14135,57,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,56,15193,21,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,68,5999,25,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,33,13174,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,94,17561,48,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
арендатор,1,92,12923,24,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
без жилья,3,64,16792,40,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,67,18772,46,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,81,12535,32,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
домовладелец,2,57,16021,26,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,44,10720,28,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,49,12462,26,мужчина (разведенный),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,13,941,32,женщина,другое,есть непогашенные кредиты,надежный
без жилья,1,26,2265,59,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,30,9020,36,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,18,1381,26,женщина,другое,есть непогашенные кредиты,ненадежный
домовладелец,2,17,3711,32,женщина,новая машина,есть просрочки платежей,ненадежный
домовладелец,3,30,4782,60,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,14,1217,22,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,67,13757,48,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,88,17709,23,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,75,15846,33,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,71,15155,44,мужчина (разведенный),бизнес,есть непогашенные кредиты,ненадежный
домовладелец,2,87,13610,27,мужчина (одинокий),ремонт жилья,не было кредитов,надежный
домовладелец,1,14,3239,26,женщина,новая машина,есть непогашенные кредиты,ненадежный
без жилья,2,33,9710,29,мужчина (одинокий),образование,есть просрочки платежей,ненадежный
домовладелец,1,51,6564,35,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,65,15181,79,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,21,3077,25,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,69,13056,30,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,39,9396,35,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,8,2264,39,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,67,11432,25,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,68,8815,29,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,51,10024,44,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,87,12458,31,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,33,11065,24,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,73,12371,25,мужчина (одинокий),мебель,все кредиты погашены,надежный
домовладелец,2,79,16406,39,мужчина (разведенный),бизнес,не было кредитов,надежный
домовладелец,1,72,12593,44,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,30,9277,19,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,28,3596,22,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,2,6,652,34,женщина,новая машина,есть просрочки платежей,надежный
без жилья,2,41,10835,39,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,58,11571,33,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,49,13738,18,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,44,8815,52,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,5,661,53,женщина,новая машина,есть непогашенные кредиты,надежный
арендатор,1,56,11384,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,2,22,4781,40,женщина,подержанная машина,есть просрочки платежей,надежный
домовладелец,2,49,12568,39,мужчина (одинокий),бизнес,есть просрочки платежей,ненадежный
арендатор,1,44,9951,51,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
без жилья,2,70,15930,45,мужчина (одинокий),подержанная машина,есть просрочки платежей,ненадежный
арендатор,1,7,4439,29,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,30,15396,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,22,2024,47,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,16,1770,46,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,2,15,1642,35,женщина,образование,есть просрочки платежей,ненадежный
домовладелец,1,4,4164,37,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,76,8960,20,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,46,15277,31,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,5,1175,45,женщина,другое,есть просрочки платежей,надежный
домовладелец,1,64,13931,20,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,41,14170,57,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,73,7594,28,мужчина (женатый или вдовец),другое,есть непогашенные кредиты,надежный
домовладелец,1,73,10250,23,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,2,15,2149,21,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,21,1895,31,женщина,мебель,есть просрочки платежей,надежный
арендатор,1,14,985,30,женщина,мебель,есть непогашенные кредиты,ненадежный
арендатор,2,46,6748,28,мужчина (одинокий),новая машина,не было кредитов,ненадежный
арендатор,1,16,1711,31,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,3,47,12886,54,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,58,10194,38,мужчина (одинокий),бытовая техника,все кредиты погашены,надежный
домовладелец,1,41,8420,27,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,28,3907,22,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,46,7574,20,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,2,29,1362,40,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,5,4115,32,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,58,13560,28,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
арендатор,2,46,10290,38,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,ненадежный
домовладелец,2,4,945,32,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,6,1864,19,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,1,56,12759,21,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
арендатор,1,24,6119,33,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,7,1361,75,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,13,2082,30,женщина,мебель,есть непогашенные кредиты,надежный
без жилья,1,92,18043,55,мужчина (одинокий),подержанная машина,все кредиты погашены,надежный
домовладелец,1,74,14327,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,81,11872,36,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,51,6765,26,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,49,12220,35,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,51,14117,39,мужчина (разведенный),новая машина,есть просрочки платежей,надежный
домовладелец,1,39,11409,26,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,60,16037,34,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,54,9465,21,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
арендатор,1,21,1069,22,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,88,13554,30,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
без жилья,1,6,7454,63,женщина,подержанная машина,все кредиты погашены,ненадежный
домовладелец,1,96,20602,24,мужчина (одинокий),бизнес,не было кредитов,ненадежный
арендатор,1,10,1880,20,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,60,14424,37,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,54,10529,22,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,91,15301,22,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,69,6143,32,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,17,9806,42,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,66,8800,28,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,36,9471,35,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,24,4617,37,женщина,бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,36,15938,51,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,10,3222,33,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,22,2561,38,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,58,11642,48,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,41,11866,26,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,2,56,9816,32,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,28,4650,28,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,65,20937,42,мужчина (разведенный),другое,есть непогашенные кредиты,надежный
домовладелец,1,92,15806,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,36,6936,22,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,87,18796,31,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,44,15970,62,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
арендатор,1,17,3311,61,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,53,12629,25,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,75,12289,33,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,10,987,41,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,8,1016,68,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,57,9556,43,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,62,11203,51,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
домовладелец,2,86,16622,31,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,75,9707,45,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,17,7241,40,мужчина (одинокий),новая машина,не было кредитов,надежный
домовладелец,1,33,1698,29,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,14,859,31,женщина,мебель,есть непогашенные кредиты,ненадежный
арендатор,2,63,12966,22,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,53,15985,35,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
без жилья,2,46,7209,69,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,41,8297,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,63,13776,37,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,30,10033,47,мужчина (одинокий),бытовая техника,все кредиты погашены,надежный
домовладелец,1,53,6914,46,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
домовладелец,1,12,2288,22,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,33,8953,30,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,2,22,14912,31,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,66,11522,30,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,46,14779,37,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,43,10151,29,женщина,образование,есть просрочки платежей,ненадежный
без жилья,1,73,14799,38,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,63,14531,29,мужчина (разведенный),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,9,2265,29,женщина,мебель,есть просрочки платежей,надежный
арендатор,1,36,17481,46,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,13,965,38,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,2,53,15381,32,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,71,13378,20,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,ненадежный
домовладелец,3,17,11055,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,33,13623,40,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,16,9868,32,женщина,подержанная машина,есть просрочки платежей,надежный
домовладелец,1,25,3001,28,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,82,16019,25,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,20,3964,54,женщина,ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,1,98,16100,29,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
без жилья,1,90,14858,46,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,1,17,1898,37,мужчина (женатый или вдовец),бытовая техника,не было кредитов,надежный
домовладелец,1,49,19390,34,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,66,17638,61,мужчина (разведенный),мебель,все кредиты погашены,ненадежный
домовладелец,2,31,4499,24,женщина,новая машина,не было кредитов,ненадежный
без жилья,1,84,13675,30,мужчина (одинокий),бизнес,не было кредитов,ненадежный
арендатор,1,41,7955,42,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,26,5977,18,мужчина (женатый или вдовец),ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,2,46,7469,45,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,32,1911,39,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,5,535,30,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,44,10253,30,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,49,6823,25,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,22,8237,24,мужчина (разведенный),новая машина,есть просрочки платежей,надежный
домовладелец,1,51,15431,23,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
арендатор,3,28,3808,29,женщина,новая машина,есть просрочки платежей,ненадежный
домовладелец,2,8,1803,41,женщина,бытовая техника,есть просрочки платежей,надежный
без жилья,1,96,18895,40,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,64,9427,23,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,61,8597,19,мужчина (одинокий),ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,1,79,14719,57,мужчина (одинокий),другое,есть непогашенные кредиты,ненадежный
без жилья,2,56,8573,67,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,22,8087,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,11,7886,48,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,47,9723,30,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
без жилья,2,26,7715,43,мужчина (одинокий),другое,есть просрочки платежей,надежный
домовладелец,1,9,873,25,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,46,3131,26,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,67,16169,18,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,2,61,4994,39,женщина,бизнес,есть просрочки платежей,надежный
домовладелец,2,33,8892,32,мужчина (женатый или вдовец),мебель,есть просрочки платежей,надежный
домовладелец,1,46,8512,57,мужчина (разведенный),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,63,13163,58,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,49,12620,44,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,49,10773,42,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,43,2813,23,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,57,9221,44,мужчина (одинокий),новая машина,все кредиты погашены,ненадежный
домовладелец,1,70,11799,36,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
без жилья,1,75,14362,47,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,63,12193,38,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,65,19145,42,мужчина (одинокий),мебель,есть просрочки платежей,ненадежный
домовладелец,1,54,6987,24,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,77,13686,70,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,61,7613,29,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,54,9829,26,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,36,12030,18,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,надежный
арендатор,1,17,1127,22,женщина,образование,есть непогашенные кредиты,надежный
домовладелец,3,36,7918,74,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,46,7937,18,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
