housing,existing_credits,duration,credit_amount,age,personal_status,purpose,credit_history,type
домовладелец,1,39,13352,34,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
без жилья,1,48,12879,63,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,1,74,18292,34,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,22,12872,45,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
без жилья,1,66,11225,32,женщина,образование,все кредиты погашены,ненадежный
домовладелец,1,79,16137,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,77,21207,24,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,54,17158,24,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,34,11661,31,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,2,63,10226,32,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,17,535,39,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,42,7968,33,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,51,20072,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,53,5140,50,мужчина (одинокий),новая машина,все кредиты погашены,ненадежный
домовладелец,1,37,17170,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,46,13684,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,30,13060,34,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,68,13053,27,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,1,48,9452,20,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,39,12356,31,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,50,11109,31,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,1,34,6526,31,женщина,мебель,есть непогашенные кредиты,надежный
без жилья,3,86,20615,41,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,17,9389,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,30,10291,45,женщина,образование,есть просрочки платежей,надежный
домовладелец,1,34,4098,22,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,71,11578,27,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,56,13242,21,мужчина (женатый или вдовец),подержанная машина,есть непогашенные кредиты,надежный
арендатор,1,94,17873,38,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
домовладелец,1,56,20856,42,мужчина (разведенный),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,37,1731,27,женщина,другое,есть непогашенные кредиты,надежный
арендатор,3,46,14204,29,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,3,64,14688,34,мужчина (женатый или вдовец),бизнес,есть просрочки платежей,надежный
домовладелец,2,46,11641,38,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,80,17682,43,мужчина (одинокий),бизнес,не было кредитов,ненадежный
домовладелец,1,46,9425,18,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,68,11317,39,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,2,57,20321,25,мужчина (одинокий),другое,есть непогашенные кредиты,ненадежный
арендатор,2,63,19302,39,мужчина (одинокий),подержанная машина,все кредиты погашены,надежный
домовладелец,1,51,12072,50,мужчина (одинокий),бизнес,все кредиты погашены,надежный
домовладелец,1,46,13676,31,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,72,16479,54,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,69,10381,67,женщина,другое,есть непогашенные кредиты,надежный
домовладелец,1,30,9871,23,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
без жилья,2,76,19107,66,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,53,14643,55,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,2,53,15493,57,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,56,16632,21,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,93,17840,25,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,34,14456,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,94,19168,48,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
арендатор,1,92,14184,24,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
без жилья,3,64,18346,40,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,68,20458,46,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,81,13765,32,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
домовладелец,2,57,17521,26,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,44,11795,28,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,50,13686,26,мужчина (разведенный),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,46,7468,32,женщина,другое,есть непогашенные кредиты,надежный
без жилья,1,64,12568,59,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,30,9941,36,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,54,9738,26,женщина,другое,есть непогашенные кредиты,ненадежный
домовладелец,2,53,15289,32,женщина,новая машина,есть просрочки платежей,ненадежный
домовладелец,3,30,5282,60,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,48,8997,22,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,68,15085,48,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,88,19325,23,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,75,17333,33,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,71,16591,44,мужчина (разведенный),бизнес,есть непогашенные кредиты,ненадежный
домовладелец,2,87,14927,27,мужчина (одинокий),ремонт жилья,не было кредитов,надежный
домовладелец,1,48,14550,26,женщина,новая машина,есть непогашенные кредиты,ненадежный
без жилья,2,34,10694,29,мужчина (одинокий),образование,есть просрочки платежей,ненадежный
домовладелец,1,51,7247,35,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,66,16619,79,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,59,14269,25,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,69,14329,30,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,39,10351,35,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,34,12566,39,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,68,12568,25,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,68,9716,29,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,51,11037,44,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,87,13682,31,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,71,20958,24,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,73,13587,25,мужчина (одинокий),мебель,все кредиты погашены,надежный
домовладелец,2,80,17933,39,мужчина (разведенный),бизнес,не было кредитов,надежный
домовладелец,1,72,13828,44,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,30,10222,19,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,67,15119,22,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,2,27,5235,34,женщина,новая машина,есть просрочки платежей,надежный
без жилья,2,42,11920,39,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,59,12720,33,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,83,22026,18,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,44,9716,52,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,22,5320,53,женщина,новая машина,есть непогашенные кредиты,надежный
арендатор,1,56,12516,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,2,60,16646,40,женщина,подержанная машина,есть просрочки платежей,надежный
домовладелец,2,50,13800,39,мужчина (одинокий),бизнес,есть просрочки платежей,ненадежный
арендатор,1,44,10956,51,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
без жилья,2,70,17423,45,мужчина (одинокий),подержанная машина,есть просрочки платежей,ненадежный
арендатор,1,30,16251,29,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,30,16850,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,60,11934,47,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,51,11171,46,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,2,50,10740,35,женщина,образование,есть просрочки платежей,ненадежный
домовладелец,1,17,15909,37,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,76,9875,20,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,46,16722,31,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,22,8790,45,женщина,другое,есть просрочки платежей,надежный
домовладелец,1,64,15273,20,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,42,15531,57,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,73,8378,28,мужчина (женатый или вдовец),другое,есть непогашенные кредиты,надежный
домовладелец,1,73,11283,23,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,2,50,12273,21,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,59,11560,31,женщина,мебель,есть просрочки платежей,надежный
арендатор,1,48,7742,30,женщина,мебель,есть непогашенные кредиты,ненадежный
арендатор,2,46,7449,28,мужчина (одинокий),новая машина,не было кредитов,ненадежный
арендатор,1,51,10977,31,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,3,48,14144,54,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,59,11222,38,мужчина (одинокий),бытовая техника,все кредиты погашены,надежный
домовладелец,1,42,9284,27,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,67,15567,22,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,46,8356,20,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,2,68,9657,40,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,22,15846,32,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,59,14873,28,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
арендатор,2,46,11327,38,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,ненадежный
домовладелец,2,17,7494,32,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,27,11466,19,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,1,56,14007,21,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
арендатор,1,62,17943,33,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,30,9652,75,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,46,12094,30,женщина,мебель,есть непогашенные кредиты,надежный
без жилья,1,92,19682,55,мужчина (одинокий),подержанная машина,все кредиты погашены,надежный
домовладелец,1,74,15700,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,81,13046,36,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,51,7468,26,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,50,13424,35,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,51,15474,39,мужчина (разведенный),новая машина,есть просрочки платежей,надежный
домовладелец,1,39,12543,26,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,60,17537,34,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,54,10426,21,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
арендатор,1,59,8230,22,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,88,14867,30,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
без жилья,1,27,18962,63,женщина,подержанная машина,все кредиты погашены,ненадежный
домовладелец,1,97,22399,24,мужчина (одинокий),бизнес,не было кредитов,ненадежный
арендатор,1,39,11515,20,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,60,15805,37,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,54,11587,22,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,91,16748,22,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,69,6784,32,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,17,10799,42,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,67,9699,28,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,37,10434,35,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,62,16461,37,женщина,бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,37,17432,51,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,39,14521,33,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,60,13255,38,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,59,12796,48,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,42,13040,26,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,2,56,10810,32,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,67,16498,28,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,66,22752,42,мужчина (разведенный),другое,есть непогашенные кредиты,надежный
домовладелец,1,92,17290,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,37,7656,22,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,87,20483,31,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,44,17466,62,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
арендатор,1,53,14670,61,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,53,13866,25,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,75,13499,33,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,39,7754,41,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,34,7927,68,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,57,10526,43,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,62,12320,51,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
домовладелец,2,86,18164,31,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,75,10691,45,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,17,7991,40,мужчина (одинокий),новая машина,не было кредитов,надежный
домовладелец,1,71,10933,29,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,48,6919,31,женщина,мебель,есть непогашенные кредиты,ненадежный
арендатор,2,63,14231,22,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,53,17483,35,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
без жилья,2,46,7956,69,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,42,9150,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,63,15107,37,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,30,11046,47,мужчина (одинокий),бытовая техника,все кредиты погашены,надежный
домовладелец,1,53,7632,46,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
домовладелец,1,44,12625,22,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,34,9867,30,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,2,22,16330,31,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,67,12667,30,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,46,16187,37,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,79,20528,29,женщина,образование,есть просрочки платежей,ненадежный
без жилья,1,74,16208,38,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,63,15919,29,мужчина (разведенный),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,37,12568,29,женщина,мебель,есть просрочки платежей,надежный
арендатор,1,37,19083,46,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,46,7619,38,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,2,53,16834,32,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,71,14676,20,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,ненадежный
домовладелец,3,17,12159,41,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,34,14941,40,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,51,20386,32,женщина,подержанная машина,есть просрочки платежей,надежный
домовладелец,1,63,14131,28,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,82,17519,25,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,57,15645,54,женщина,ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,1,98,17605,29,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
без жилья,1,90,16272,46,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,1,17,2082,37,мужчина (женатый или вдовец),бытовая техника,не было кредитов,надежный
домовладелец,1,50,21114,34,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,67,19250,61,мужчина (разведенный),мебель,все кредиты погашены,ненадежный
домовладелец,2,69,16323,24,женщина,новая машина,не было кредитов,ненадежный
без жилья,1,84,14997,30,мужчина (одинокий),бизнес,не было кредитов,ненадежный
арендатор,1,42,8775,42,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,27,6601,18,мужчина (женатый или вдовец),ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,2,46,8241,45,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,70,11608,39,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,22,4005,30,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,44,11286,30,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,50,7532,25,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,22,9083,24,мужчина (разведенный),новая машина,есть просрочки платежей,надежный
домовладелец,1,51,16887,23,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
арендатор,3,67,15428,29,женщина,новая машина,есть просрочки платежей,ненадежный
домовладелец,2,34,11276,41,женщина,бытовая техника,есть просрочки платежей,надежный
без жилья,1,97,20588,40,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,64,10385,23,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,61,9478,19,мужчина (одинокий),ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,1,79,16122,57,мужчина (одинокий),другое,есть непогашенные кредиты,ненадежный
без жилья,2,56,9452,67,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,22,8919,28,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,11,8699,48,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,48,10708,30,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
без жилья,2,27,8512,43,мужчина (одинокий),другое,есть просрочки платежей,надежный
домовладелец,1,37,7017,25,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,46,3453,26,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,68,17680,18,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,2,89,16877,39,женщина,бизнес,есть просрочки платежей,надежный
домовладелец,2,34,9801,32,мужчина (женатый или вдовец),мебель,есть просрочки платежей,надежный
домовладелец,1,46,9384,57,мужчина (разведенный),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,63,14444,58,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,50,13857,44,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,50,11852,42,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,79,13775,23,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,57,10160,44,мужчина (одинокий),новая машина,все кредиты погашены,ненадежный
домовладелец,1,70,12967,36,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
без жилья,1,75,15738,47,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,63,13394,38,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,66,20854,42,мужчина (одинокий),мебель,есть просрочки платежей,ненадежный
домовладелец,1,54,7712,24,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,77,15009,70,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,61,8400,29,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,54,10824,26,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,37,13218,18,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,надежный
арендатор,1,53,8543,22,женщина,образование,есть непогашенные кредиты,надежный
домовладелец,3,37,8734,74,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,46,8755,18,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
